TITLE,AUTHOR,FILEPATHS,GENRE
The Mantooth,['Christopher Leadem'],['./CORPUS/ScienceFiction/17394.txt'],{'Science Fiction'}
Do Unto Others,['Mark Clifton'],['./CORPUS/ScienceFiction/32181.txt'],{'Science Fiction'}
Oomphel in the Sky,['Henry Beam Piper'],['./CORPUS/ScienceFiction/20649.txt'],{'Science Fiction'}
The Deerslayer,['James Fenimore Cooper'],['./CORPUS/Adventure/3285.txt'],{'Adventure'}
Four Arthurian Romances,['Chretien DeTroyes'],['./CORPUS/Fantasy/831.txt'],{'Fantasy'}
Damned If You Don't,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/24064.txt'],{'Science Fiction'}
Master of None,['Lloyd Neil Goble'],['./CORPUS/ScienceFiction/27383.txt'],{'Science Fiction'}
Liza of Lambeth,['W. Somerset Maugham'],['./CORPUS/Romance/16517.txt'],{'Romance'}
Dr. Heidenhoff's Process,['Edward Bellamy'],['./CORPUS/ScienceFiction/7052.txt'],{'Science Fiction'}
Welsh Fairy-Tales And Other Stories,['Anonymous'],['./CORPUS/FairyTale/8675.txt'],{'Fairy Tale'}
Creatures of Vibration,['Harl Vincent'],['./CORPUS/ScienceFiction/22154.txt'],{'Science Fiction'}
Lord Tedric,['Edward Elmer Smith'],"['./CORPUS/Adventure/49462.txt', './CORPUS/ScienceFiction/49462.txt']","{'Adventure', 'Science Fiction'}"
The Highest Treason,['Randall Garrett'],['./CORPUS/ScienceFiction/24302.txt'],{'Science Fiction'}
The Great Drought,['Sterner St. Paul Meek'],['./CORPUS/ScienceFiction/29326.txt'],{'Science Fiction'}
The Infra-Medians,['Sewell Peaslee Wright'],['./CORPUS/ScienceFiction/20838.txt'],{'Science Fiction'}
The Secret of the Night,['Gaston Leroux'],['./CORPUS/CrimeMystery/1686.txt'],{'Crime and Mystery'}
Stopover Planet,['Robert E. Gilbert'],['./CORPUS/ScienceFiction/30015.txt'],{'Science Fiction'}
The Good Neighbors,['Edgar Pangborn'],['./CORPUS/ScienceFiction/26536.txt'],{'Science Fiction'}
The Green Eyes of Bast,['Sax Rohmer'],['./CORPUS/CrimeMystery/15323.txt'],{'Crime and Mystery'}
"The Extraordinary Adventures of Arsene Lupin, Gentleman-Burglar",['Maurice Leblanc'],['./CORPUS/CrimeMystery/6133.txt'],{'Crime and Mystery'}
Always a Qurono,['Jim Harmon'],['./CORPUS/ScienceFiction/51623.txt'],{'Science Fiction'}
Lone Star Planet,"['Henry Beam Piper', 'John Joseph McGuire']",['./CORPUS/ScienceFiction/20121.txt'],{'Science Fiction'}
A Deal in Wheat,['Frank Norris'],['./CORPUS/Western/9905.txt'],{'Western'}
Cinderella in the South,['Arthur Shearly Cripps'],['./CORPUS/FairyTale/22886.txt'],{'Fairy Tale'}
The Marching Morons,['C.M. Kornbluth'],['./CORPUS/ScienceFiction/51233.txt'],{'Science Fiction'}
Tom Sawyer Abroad,['Mark Twain'],['./CORPUS/Adventure/91.txt'],{'Adventure'}
Mid Pleasures and Palaces,['James McKimmey'],['./CORPUS/ScienceFiction/31703.txt'],{'Science Fiction'}
License to Steal,['Louis Newman'],['./CORPUS/ScienceFiction/51420.txt'],{'Science Fiction'}
Flatland: A Romance of Many Dimensions (Illustrated),['Edwin A. Abbot'],['./CORPUS/ScienceFiction/201.txt'],{'Science Fiction'}
Citadel,['Algirdas Jonas Budrys'],['./CORPUS/ScienceFiction/26191.txt'],{'Science Fiction'}
The Vilbar Party,['Evelyn E. Smith'],['./CORPUS/ScienceFiction/31626.txt'],{'Science Fiction'}
"Astounding Stories, February, 1931",['Various'],['./CORPUS/ScienceFiction/30124.txt'],{'Science Fiction'}
Dope,['Sax Rohmer'],['./CORPUS/CrimeMystery/1182.txt'],{'Crime and Mystery'}
Juju,['Murray Leinster'],['./CORPUS/ScienceFiction/50719.txt'],{'Science Fiction'}
The Variable Man,['Philip K. Dick'],['./CORPUS/ScienceFiction/32154.txt'],{'Science Fiction'}
The Trial,['Franz Kafka'],"['./CORPUS/Horror/7849.txt', './CORPUS/Fantasy/7849.txt']","{'Horror', 'Fantasy'}"
The Next Time We Die,['Robert Moore Williams'],['./CORPUS/ScienceFiction/32683.txt'],{'Science Fiction'}
Millennium,['Everett B. Cole'],['./CORPUS/ScienceFiction/24779.txt'],{'Science Fiction'}
"$1,000 A Plate",['Jack McKenty'],['./CORPUS/ScienceFiction/50921.txt'],{'Science Fiction'}
A Chinese Wonder Book,['Norman Hinsdale Pitman'],['./CORPUS/FairyTale/18674.txt'],{'Fairy Tale'}
The Princess and the Curdie,['George MacDonald'],['./CORPUS/Fantasy/709.txt'],{'Fantasy'}
"Adventures of Huckleberry Finn, Part 1",['Mark Twain'],['./CORPUS/Adventure/7100.txt'],{'Adventure'}
The Telenizer,['Don Thompson'],['./CORPUS/ScienceFiction/32574.txt'],{'Science Fiction'}
Farmer,['Mack Reynolds'],['./CORPUS/ScienceFiction/51799.txt'],{'Science Fiction'}
The Roots of the Mountains,['William Morris'],['./CORPUS/Fantasy/6050.txt'],{'Fantasy'}
Salvage in Space,['John Stewart Williamson'],['./CORPUS/ScienceFiction/29283.txt'],{'Science Fiction'}
The Light of Western Stars,['Zane Grey'],"['./CORPUS/Western/1095.txt', './CORPUS/Romance/1095.txt']","{'Western', 'Romance'}"
The Big Tomorrow,['Paul Lohrman'],['./CORPUS/ScienceFiction/29931.txt'],{'Science Fiction'}
The Troubadour,['Robert Augustine Ward Lowndes'],['./CORPUS/ScienceFiction/23091.txt'],{'Science Fiction'}
The Mightiest Man,['Patrick Fahy'],['./CORPUS/ScienceFiction/21582.txt'],{'Science Fiction'}
The Princess and the Physicist,['Evelyn E. Smith'],['./CORPUS/ScienceFiction/51126.txt'],{'Science Fiction'}
The Servant Problem,['Robert F. Young'],['./CORPUS/ScienceFiction/23232.txt'],{'Science Fiction'}
Aloys,['R.A. Lafferty'],['./CORPUS/ScienceFiction/51596.txt'],{'Science Fiction'}
The Last Trail,['Zane Grey'],['./CORPUS/Western/9932.txt'],{'Western'}
The Wendigo,['Algernon Blackwood'],['./CORPUS/Horror/10897.txt'],{'Horror'}
The Invaders,['Benjamin Ferris'],['./CORPUS/ScienceFiction/23535.txt'],{'Science Fiction'}
Ghost Stories of an Antiquary,['M.R. James'],['./CORPUS/Horror/8486.txt'],{'Horror'}
The Marooner,['Charles A. Stearns'],['./CORPUS/ScienceFiction/24791.txt'],{'Science Fiction'}
Condemned as a Nihilist,['George Alfred Henty'],['./CORPUS/Adventure/26090.txt'],{'Adventure'}
Butterfly 9,['Donald Keith'],['./CORPUS/ScienceFiction/51167.txt'],{'Science Fiction'}
We're Civilized!,"['Mark Clifton', 'Alex Apostolides']",['./CORPUS/ScienceFiction/38287.txt'],{'Science Fiction'}
Young Robin Hood,['G. Manville Fenn'],['./CORPUS/Fantasy/11097.txt'],{'Fantasy'}
The Gallery,['Roger Phillips Graham'],['./CORPUS/ScienceFiction/26936.txt'],{'Science Fiction'}
Brigands of the Moon,['Ray Cummings'],['./CORPUS/ScienceFiction/19066.txt'],{'Science Fiction'}
Cully,['Jack Egan'],['./CORPUS/ScienceFiction/26751.txt'],{'Science Fiction'}
The Link,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/22876.txt'],{'Science Fiction'}
Nothing But the Best,['Alan Cogan'],['./CORPUS/ScienceFiction/51136.txt'],{'Science Fiction'}
Measure for a Loner,['James Judson Harmon'],['./CORPUS/ScienceFiction/22596.txt'],{'Science Fiction'}
The Martian Cabal,['Roman Frederick Starzl'],['./CORPUS/ScienceFiction/29437.txt'],{'Science Fiction'}
The World That Couldn't Be,['Clifford Donald Simak'],['./CORPUS/ScienceFiction/32026.txt'],{'Science Fiction'}
Out Around Rigel,['Robert H. Wilson'],['./CORPUS/ScienceFiction/20553.txt'],{'Science Fiction'}
Criminal Negligence,['Jesse Francis McComas'],['./CORPUS/ScienceFiction/24399.txt'],{'Science Fiction'}
The Weirdest World,['R.A. Lafferty'],['./CORPUS/ScienceFiction/51774.txt'],{'Science Fiction'}
Double or Nothing,['Jack Sharkey'],['./CORPUS/ScienceFiction/43041.txt'],{'Science Fiction'}
Stamped Caution,['Raymond Zinke Gallun'],['./CORPUS/ScienceFiction/32054.txt'],{'Science Fiction'}
Lonesome Land,['B.M. Bower'],['./CORPUS/Western/8537.txt'],{'Western'}
Varney the Vampire,['Thomas Preskett Prest'],['./CORPUS/Horror/14833.txt'],{'Horror'}
Adventure,['Jack London'],['./CORPUS/Adventure/1163.txt'],{'Adventure'}
"The Boats of the ""Glen Carrig",['William Hope Hodgson'],"['./CORPUS/Horror/10542.txt', './CORPUS/Fantasy/10542.txt']","{'Horror', 'Fantasy'}"
Spies Die Hard!,['Arnold Marmor'],['./CORPUS/ScienceFiction/30383.txt'],{'Science Fiction'}
Micro-Man,['Forrest James Ackerman'],['./CORPUS/ScienceFiction/32579.txt'],{'Science Fiction'}
Gambler's World,['John Keith Laumer'],['./CORPUS/ScienceFiction/21627.txt'],{'Science Fiction'}
Printcrime,['Cory Doctorow'],['./CORPUS/ScienceFiction/19000.txt'],{'Science Fiction'}
"Ride Proud, Rebel!",['Andre Alice Norton'],['./CORPUS/Western/23624.txt'],{'Western'}
Recruit for Andromeda,['Milton Lesser'],['./CORPUS/ScienceFiction/50449.txt'],{'Science Fiction'}
An Elephant for the Prinkip,['L.J. Stecher'],['./CORPUS/ScienceFiction/51434.txt'],{'Science Fiction'}
An African Millionaire,['Grant Allen'],['./CORPUS/CrimeMystery/4715.txt'],{'Crime and Mystery'}
In Search of the Unknown,['Robert W. Chambers'],['./CORPUS/ScienceFiction/18668.txt'],{'Science Fiction'}
World Beyond Pluto,['C.H. Thames'],['./CORPUS/ScienceFiction/32820.txt'],{'Science Fiction'}
Later Than You Think,['Fritz Leiber'],['./CORPUS/ScienceFiction/50753.txt'],{'Science Fiction'}
Arcturus Times Three,['Jack Sharkey'],['./CORPUS/ScienceFiction/51822.txt'],{'Science Fiction'}
The Day of the Boomer Dukes,['Frederik Pohl'],['./CORPUS/ScienceFiction/22559.txt'],{'Science Fiction'}
The Golden Asse,['Lucius Apuleius'],['./CORPUS/Fantasy/1666.txt'],{'Fantasy'}
Tom Swift and His Giant Telescope,['Victor Appleton'],['./CORPUS/Adventure/21188.txt'],{'Adventure'}
The Insidious Dr. Fu-Manchu,['Sax Rohmer'],"['./CORPUS/Adventure/173.txt', './CORPUS/CrimeMystery/173.txt']","{'Adventure', 'Crime and Mystery'}"
Andersen's Fairy Tales,['Hans Christian Andersen'],['./CORPUS/FairyTale/1597.txt'],{'Fairy Tale'}
Pursuit,['Lester del Rey'],['./CORPUS/ScienceFiction/31587.txt'],{'Science Fiction'}
The Long Shadow,['B.M. Bower'],['./CORPUS/Western/12192.txt'],{'Western'}
Diplomatic Immunity,['Robert Sheckley'],['./CORPUS/ScienceFiction/32040.txt'],{'Science Fiction'}
Herland,['Charlotte Perkins Stetson Gilman'],['./CORPUS/ScienceFiction/32.txt'],{'Science Fiction'}
The Stutterer,['R.R. Merliss'],['./CORPUS/ScienceFiction/22512.txt'],{'Science Fiction'}
Impact,['Irving E. Cox'],['./CORPUS/ScienceFiction/25567.txt'],{'Science Fiction'}
Blueblood,['Jim Harmon'],['./CORPUS/ScienceFiction/51499.txt'],{'Science Fiction'}
Plague of Pythons,['Frederik Pohl'],['./CORPUS/ScienceFiction/51804.txt'],{'Science Fiction'}
"The Nigger Of The ""Narcissus",['Joseph Conrad'],['./CORPUS/Adventure/17731.txt'],{'Adventure'}
All Around the Moon,['Jules Verne'],['./CORPUS/ScienceFiction/16457.txt'],{'Science Fiction'}
The Lights on Precipice Peak,['Stephen Tall'],['./CORPUS/ScienceFiction/49826.txt'],{'Science Fiction'}
Planet of the Damned,['Harry Harrison'],['./CORPUS/ScienceFiction/21873.txt'],{'Science Fiction'}
Get Out of Our Skies!,['E.K. Jarvis'],['./CORPUS/ScienceFiction/26795.txt'],{'Science Fiction'}
The Plotters,['Alexander Blade'],['./CORPUS/ScienceFiction/32801.txt'],{'Science Fiction'}
A Matter of Importance,['William Fitzgerald Jenkins'],['./CORPUS/ScienceFiction/23636.txt'],{'Science Fiction'}
"A Connecticut Yankee in King Arthur's Court, Part 9.",['Mark Twain'],"['./CORPUS/ScienceFiction/7250.txt', './CORPUS/Fantasy/7250.txt']","{'Science Fiction', 'Fantasy'}"
Scottish Ghost Stories,"[""Elliott O'Donnell""]",['./CORPUS/Horror/20034.txt'],{'Horror'}
The Mabinogion,['Lady Charlotte Guest'],['./CORPUS/Fantasy/5160.txt'],{'Fantasy'}
The Snowball Effect,['Katherine MacLean'],['./CORPUS/ScienceFiction/50766.txt'],{'Science Fiction'}
Flying U Ranch,['B.M. Bower'],['./CORPUS/Western/1206.txt'],{'Western'}
Advanced Chemistry,['Jack G. Huekels'],['./CORPUS/ScienceFiction/26955.txt'],{'Science Fiction'}
Moby Dick,['Herman Melville'],['./CORPUS/Adventure/15.txt'],{'Adventure'}
Victory,['Lester del Rey'],['./CORPUS/ScienceFiction/24196.txt'],{'Science Fiction'}
Voyage To Eternity,['Milton Lesser'],['./CORPUS/ScienceFiction/32351.txt'],{'Science Fiction'}
Beyond the Black River,['Robert E. Howard'],['./CORPUS/ScienceFiction/42254.txt'],{'Science Fiction'}
Deadly City,['Paul W. Fairman'],['./CORPUS/ScienceFiction/32705.txt'],{'Science Fiction'}
The Great Stone of Sardis,['Frank R. Stockton'],"['./CORPUS/Adventure/6127.txt', './CORPUS/ScienceFiction/6127.txt']","{'Adventure', 'Science Fiction'}"
"We're Friends, Now",['Henry Hasse'],['./CORPUS/ScienceFiction/29488.txt'],{'Science Fiction'}
Sea Legs,['Frank Quattrocchi'],['./CORPUS/ScienceFiction/51407.txt'],{'Science Fiction'}
Kreativity For Kats,['Fritz Leiber'],['./CORPUS/ScienceFiction/51493.txt'],{'Science Fiction'}
Greenmantle,['John Buchan'],"['./CORPUS/Adventure/559.txt', './CORPUS/CrimeMystery/559.txt']","{'Adventure', 'Crime and Mystery'}"
Freedom,['Dallas McCord Reynolds'],['./CORPUS/ScienceFiction/30338.txt'],{'Science Fiction'}
Self Portrait,['Bernard Wolfe'],['./CORPUS/ScienceFiction/51534.txt'],{'Science Fiction'}
Heart of Darkness,['Joseph Conrad'],['./CORPUS/Adventure/219.txt'],{'Adventure'}
Postmark Ganymede,['Robert Silverberg'],['./CORPUS/ScienceFiction/25629.txt'],{'Science Fiction'}
Utopia,['Thomas More'],['./CORPUS/ScienceFiction/2130.txt'],{'Science Fiction'}
The Luckiest Man in Denv,['Simon Eisner'],['./CORPUS/ScienceFiction/50835.txt'],{'Science Fiction'}
The Leavenworth Case,['Anna Katherine Green'],['./CORPUS/CrimeMystery/4047.txt'],{'Crime and Mystery'}
John Jones's Dollar,['Harry Stephen Keeler'],['./CORPUS/ScienceFiction/26867.txt'],{'Science Fiction'}
If,"['Lord Dunsany Dunsany', 'Edward John Moreton Drax Plunkett', 'Baron']",['./CORPUS/Fantasy/1311.txt'],{'Fantasy'}
Pythias,['Frederik Pohl'],['./CORPUS/ScienceFiction/30399.txt'],{'Science Fiction'}
Gourmet,['Allen Kim Lang'],['./CORPUS/ScienceFiction/51597.txt'],{'Science Fiction'}
The Freelancer,['Robert Zacks'],['./CORPUS/ScienceFiction/50980.txt'],{'Science Fiction'}
The Ivory Child,['H. Rider Haggard'],['./CORPUS/Adventure/2841.txt'],{'Adventure'}
Allan's Wife,['H. Rider Haggard'],['./CORPUS/Adventure/2727.txt'],{'Adventure'}
Bridge Crossing,['Dave Dryfoos'],['./CORPUS/ScienceFiction/51241.txt'],{'Science Fiction'}
Extracts from the Galactick Almanack,['Larry M. Harris'],['./CORPUS/ScienceFiction/51622.txt'],{'Science Fiction'}
The Beetle,['Richard Marsh'],['./CORPUS/CrimeMystery/5164.txt'],{'Crime and Mystery'}
The Second Voice,['Mann Rubin'],['./CORPUS/ScienceFiction/29910.txt'],{'Science Fiction'}
Under Drake's Flag,['G.A. Henty'],['./CORPUS/Adventure/19206.txt'],{'Adventure'}
The Native Soil,['Alan Edward Nourse'],['./CORPUS/ScienceFiction/24274.txt'],{'Science Fiction'}
The Rome Express,['Arthur Griffiths'],['./CORPUS/CrimeMystery/11451.txt'],{'Crime and Mystery'}
Four Weird Tales,['Algernon Blackwood'],['./CORPUS/Horror/16726.txt'],{'Horror'}
Judas Ram,['Sam Merwin'],['./CORPUS/ScienceFiction/51053.txt'],{'Science Fiction'}
The Blindman's World,['Edward Bellamy'],['./CORPUS/ScienceFiction/22701.txt'],{'Science Fiction'}
The Forgotten Planet,['Murray Leinster'],"['./CORPUS/Adventure/41637.txt', './CORPUS/ScienceFiction/41637.txt']","{'Adventure', 'Science Fiction'}"
The Coming Race,['Edward Bulwer Lytton'],"['./CORPUS/Adventure/1951.txt', './CORPUS/ScienceFiction/1951.txt']","{'Adventure', 'Science Fiction'}"
The Alternate Plan,['Gerry Maddren'],['./CORPUS/ScienceFiction/24792.txt'],{'Science Fiction'}
Something Will Turn Up,['David Mason'],['./CORPUS/ScienceFiction/24189.txt'],{'Science Fiction'}
The Surprising Adventures of the Magical Monarch of Mo and His People,['L. Frank Baum'],['./CORPUS/Fantasy/16259.txt'],{'Fantasy'}
Big Baby,['Jack Sharkey'],['./CORPUS/ScienceFiction/51735.txt'],{'Science Fiction'}
Big Ancestor,['F.L. Wallace'],['./CORPUS/ScienceFiction/50969.txt'],{'Science Fiction'}
Thy Name Is Woman,['Bryce Walton'],['./CORPUS/ScienceFiction/32906.txt'],{'Science Fiction'}
More William,['Richmal Crompton'],['./CORPUS/Adventure/17125.txt'],{'Adventure'}
Dogfight--1973,['Dallas McCord Reynolds'],['./CORPUS/ScienceFiction/29940.txt'],{'Science Fiction'}
The Evolution of Love,['Emil Lucka'],['./CORPUS/Romance/17699.txt'],{'Romance'}
The Planet Savers,['Marion Zimmer Bradley'],"['./CORPUS/ScienceFiction/31619.txt', './CORPUS/Fantasy/31619.txt']","{'Science Fiction', 'Fantasy'}"
The Story of Grettir The Strong,"['Eirikr Magnusson', 'William Morris']",['./CORPUS/Fantasy/12747.txt'],{'Fantasy'}
Thin Edge,['Gordon Randall Garrett'],['./CORPUS/ScienceFiction/30869.txt'],{'Science Fiction'}
They Also Serve,['Donald E. Westlake'],['./CORPUS/ScienceFiction/30474.txt'],{'Science Fiction'}
The Call of the Canyon,['Zane Grey'],['./CORPUS/Western/1881.txt'],{'Western'}
Tex,['Clarence E. Mulford'],['./CORPUS/Western/43100.txt'],{'Western'}
The Fifth-Dimension Tube,['William Fitzgerald Jenkins'],['./CORPUS/ScienceFiction/30408.txt'],{'Science Fiction'}
"Martin Hewitt, Investigator",['Arthur Morrison'],['./CORPUS/CrimeMystery/11252.txt'],{'Crime and Mystery'}
Medal of Honor,['Dallas McCord Reynolds'],['./CORPUS/ScienceFiction/27393.txt'],{'Science Fiction'}
The Velvet Glove,['Harry Harrison'],['./CORPUS/ScienceFiction/29471.txt'],{'Science Fiction'}
The Judas Valley,['Gerald Vance'],['./CORPUS/ScienceFiction/25713.txt'],{'Science Fiction'}
Equation of Doom,['Gerald Vance'],['./CORPUS/ScienceFiction/29146.txt'],{'Science Fiction'}
The Ethical Way,['Joseph Farrell'],['./CORPUS/ScienceFiction/31962.txt'],{'Science Fiction'}
The Guardians,['Irving Cox'],['./CORPUS/ScienceFiction/24152.txt'],{'Science Fiction'}
The Gods of Mars,['Edgar Rice Burroughs'],"['./CORPUS/ScienceFiction/64.txt', './CORPUS/Fantasy/64.txt']","{'Science Fiction', 'Fantasy'}"
Made in Tanganyika,['Carl Richard Jacobi'],['./CORPUS/ScienceFiction/29242.txt'],{'Science Fiction'}
Kilmeny of the Orchard,['Lucy Maud Montgomery'],['./CORPUS/Romance/5341.txt'],{'Romance'}
A Mixture of Genius,['Arnold Castle'],['./CORPUS/ScienceFiction/32207.txt'],{'Science Fiction'}
The Mystery of Edwin Drood,['Charles Dickens'],['./CORPUS/CrimeMystery/564.txt'],{'Crime and Mystery'}
Through Space to Mars,['Roy Rockwood'],['./CORPUS/ScienceFiction/6717.txt'],{'Science Fiction'}
The Shadow-Line,['Joseph Conrad'],['./CORPUS/Adventure/451.txt'],{'Adventure'}
Bimmie Says,['Sydney Van Scyoc'],['./CORPUS/ScienceFiction/50800.txt'],{'Science Fiction'}
Volpla,['Wyman Guin'],['./CORPUS/ScienceFiction/51201.txt'],{'Science Fiction'}
Invaders from the Infinite,['John Wood Campbell'],['./CORPUS/ScienceFiction/20154.txt'],{'Science Fiction'}
In the Control Tower,['Will Mohler'],['./CORPUS/ScienceFiction/23149.txt'],{'Science Fiction'}
The Island of Doctor Moreau,['H.G. Wells'],"['./CORPUS/ScienceFiction/159.txt', './CORPUS/Horror/159.txt']","{'Science Fiction', 'Horror'}"
Rebels of the Red Planet,['Charles Louis Fontenay'],['./CORPUS/ScienceFiction/20739.txt'],{'Science Fiction'}
A Traveler in Time,['August Derleth'],['./CORPUS/ScienceFiction/40953.txt'],{'Science Fiction'}
History Repeats,['George Oliver Smith'],['./CORPUS/ScienceFiction/23884.txt'],{'Science Fiction'}
The Metal Monster,['A. Merritt'],"['./CORPUS/Adventure/3479.txt', './CORPUS/Fantasy/3479.txt', './CORPUS/ScienceFiction/3479.txt']","{'Adventure', 'Fantasy', 'Science Fiction'}"
Alien Minds,['E. Everett Evans'],['./CORPUS/ScienceFiction/50863.txt'],{'Science Fiction'}
The Vicomte de Bragelonne,"['Alexandre Dumas', 'Pere']",['./CORPUS/Adventure/2609.txt'],{'Adventure'}
Viking Tales,['Jennie Hall'],['./CORPUS/FairyTale/24811.txt'],{'Fairy Tale'}
Anchorite,['Randall Garrett'],['./CORPUS/ScienceFiction/23561.txt'],{'Science Fiction'}
Second Variety,['Philip Kindred Dick'],['./CORPUS/ScienceFiction/32032.txt'],{'Science Fiction'}
"A Connecticut Yankee in King Arthur's Court, Part 7.",['Mark Twain'],"['./CORPUS/ScienceFiction/7248.txt', './CORPUS/Fantasy/7248.txt']","{'Science Fiction', 'Fantasy'}"
The Dark Other,['Stanley G. Weinbaum'],['./CORPUS/ScienceFiction/50561.txt'],{'Science Fiction'}
A Question of Courage,['Jesse Franklin Bone'],['./CORPUS/ScienceFiction/26772.txt'],{'Science Fiction'}
The Sound of Silence,['Barbara Constant'],['./CORPUS/ScienceFiction/30283.txt'],{'Science Fiction'}
The Beloved Traitor,['Frank L. Packard'],['./CORPUS/Romance/34034.txt'],{'Romance'}
Astounding Stories of Super-Science January 1930,['Victor Rousseau'],['./CORPUS/ScienceFiction/41481.txt'],{'Science Fiction'}
The Devil's Elixir,['E.T.A. Hoffmann'],['./CORPUS/Fantasy/36494.txt'],{'Fantasy'}
Celtic Fairy Tales,['Joseph Jacobs'],['./CORPUS/FairyTale/7885.txt'],{'Fairy Tale'}
The Valley of Fear,['Sir Arthur Conan Doyle'],['./CORPUS/CrimeMystery/3289.txt'],{'Crime and Mystery'}
Disqualified,['Charles Louis Fontenay'],['./CORPUS/ScienceFiction/30251.txt'],{'Science Fiction'}
The Wind in the Willows,['Kenneth Grahame'],['./CORPUS/Fantasy/27805.txt'],{'Fantasy'}
Arm of the Law,['Harry Harrison'],['./CORPUS/ScienceFiction/29204.txt'],{'Science Fiction'}
A Bad Day for Sales,['Fritz Leiber'],['./CORPUS/ScienceFiction/50819.txt'],{'Science Fiction'}
...So They Baked a Cake,['Winston Marks'],['./CORPUS/ScienceFiction/51414.txt'],{'Science Fiction'}
Satisfaction Guaranteed,['Joy Leache'],['./CORPUS/ScienceFiction/51727.txt'],{'Science Fiction'}
The House of the Vampire,['George Sylvester Viereck'],['./CORPUS/Horror/17144.txt'],{'Horror'}
The Heroes,['Charles Kingsley'],['./CORPUS/FairyTale/677.txt'],{'Fairy Tale'}
The Great God Pan,['Arthur Machen'],['./CORPUS/Horror/389.txt'],{'Horror'}
The Teeth of the Tiger,['Maurice Leblanc'],['./CORPUS/CrimeMystery/13058.txt'],{'Crime and Mystery'}
The Wailing Asteroid,['Murray Leinster'],['./CORPUS/ScienceFiction/50022.txt'],{'Science Fiction'}
Captives of the Flame,['Samuel R. Delany'],['./CORPUS/ScienceFiction/41905.txt'],{'Science Fiction'}
General Max Shorter,['Kris Ottman Neville'],['./CORPUS/ScienceFiction/23571.txt'],{'Science Fiction'}
Operation R.S.V.P.,['Henry Beam Piper'],['./CORPUS/ScienceFiction/18261.txt'],{'Science Fiction'}
Second Childhood,['Clifford D. Simak'],['./CORPUS/ScienceFiction/51037.txt'],{'Science Fiction'}
The Moon-Voyage,['Jules Verne'],['./CORPUS/ScienceFiction/12901.txt'],{'Science Fiction'}
Tom Swift and his Motor-boat,['Victor Appleton'],['./CORPUS/Adventure/2273.txt'],{'Adventure'}
Saint Bartholomew's Eve,['G.A. Henty'],['./CORPUS/Adventure/20092.txt'],{'Adventure'}
Summer Snow Storm,['Adam Chase'],['./CORPUS/ScienceFiction/26968.txt'],{'Science Fiction'}
The Undetected,['George O. Smith'],['./CORPUS/ScienceFiction/51810.txt'],{'Science Fiction'}
The Stoker and the Stars,['Algirdas Jonas Budrys'],['./CORPUS/ScienceFiction/22967.txt'],{'Science Fiction'}
The Music Master of Babylon,['Edgar Pangborn'],['./CORPUS/ScienceFiction/51379.txt'],{'Science Fiction'}
The One and the Many,['Milton Lesser'],['./CORPUS/ScienceFiction/30386.txt'],{'Science Fiction'}
The Happy Unfortunate,['Robert Silverberg'],['./CORPUS/ScienceFiction/25035.txt'],{'Science Fiction'}
The Cross-Cut,['Courtney Ryley Cooper'],['./CORPUS/Western/20104.txt'],{'Western'}
Star-Crossed Lover,['William W. Stuart'],['./CORPUS/ScienceFiction/51736.txt'],{'Science Fiction'}
Typee,['Herman Melville'],['./CORPUS/Adventure/1900.txt'],{'Adventure'}
To Each His Star,['Bryce Walton'],['./CORPUS/ScienceFiction/31355.txt'],{'Science Fiction'}
Tom Swift in the Caves of Ice,['Victor Appleton'],['./CORPUS/Adventure/3734.txt'],{'Adventure'}
The Pathless Trail,['Arthur O.  Friel'],['./CORPUS/Adventure/30324.txt'],{'Adventure'}
Her Prairie Knight,"['B.M. Sinclair', 'AKA B.M. Bower']",['./CORPUS/Western/1908.txt'],{'Western'}
The Valor of Cappen Varra,['Poul William Anderson'],['./CORPUS/ScienceFiction/29542.txt'],{'Science Fiction'}
Tales of Fantasy and Fact,['Brander Matthews'],['./CORPUS/ScienceFiction/23678.txt'],{'Science Fiction'}
The Brothers Karamazov,['Fyodor Dostoyevsky'],['./CORPUS/CrimeMystery/28054.txt'],{'Crime and Mystery'}
The Count's Millions,['Emile Gaboriau'],['./CORPUS/CrimeMystery/305.txt'],{'Crime and Mystery'}
Think Yourself to Death,['C.H. Thames'],['./CORPUS/ScienceFiction/32827.txt'],{'Science Fiction'}
The Green Beret,['Thomas Edward Purdom'],['./CORPUS/ScienceFiction/24278.txt'],{'Science Fiction'}
The Bluff of the Hawk,['Anthony Gilmore'],['./CORPUS/ScienceFiction/29298.txt'],{'Science Fiction'}
Gulliver's Travels,['Jonathan Swift'],['./CORPUS/Adventure/17157.txt'],{'Adventure'}
In Greek Waters,['G.A. Henty'],['./CORPUS/Adventure/42276.txt'],{'Adventure'}
Skylark Three,['Edward Elmer Smith'],['./CORPUS/ScienceFiction/21051.txt'],{'Science Fiction'}
Rex Ex Machina,['Frederic Max'],['./CORPUS/ScienceFiction/28543.txt'],{'Science Fiction'}
Lonesome Hearts,['Russell Robert Winterbotham'],['./CORPUS/ScienceFiction/30170.txt'],{'Science Fiction'}
Such Blooming Talk,['L. Major Reynolds'],['./CORPUS/ScienceFiction/29356.txt'],{'Science Fiction'}
